F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-jmahonin@interset.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-samarth@apache.org,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F85,F73,F84,F146,F147,
228,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,974,1,1977,79,825,749,
228,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,974,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,988,1,1977,79,825,749,
549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,825,749,
549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,825,749,
549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
79,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,825,1,1977,79,825,749,
1195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1941,1,1977,79,825,749,
1195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1941,1,1977,79,825,749,
1195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1941,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,825,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,825,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,2,748,749,
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1172,1,1977,2,748,749,
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1172,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
40,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,786,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,795,1,1977,2,748,749,
400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
44,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,790,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
212,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
212,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
187,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,933,1,1977,2,748,749,
14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1,1977,2,748,749,
14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1,1977,2,748,749,
14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1,1977,2,748,749,
14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
161,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,907,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,758,1,1977,2,748,749,
420,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1166,1,1977,2,748,749,
420,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,1977,2,748,749,
568,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1314,1,1977,2,748,749,
602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1348,1,1977,2,748,749,
2,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,748,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1523,1,1977,2,748,749,
