BAD_PRACTICE,SE_BAD_FIELD_INNER_CLASS,org/apache/log4j/BasicConfigurationFactory.java,,54-67,[        public BasicConfiguration() {,             super(ConfigurationSource.NULL_SOURCE);, ,             final LoggerConfig root = getRootLogger();,             setName("BasicConfiguration");,             final String levelName = System.getProperty(DEFAULT_LEVEL);,             final Level level = (levelName != null && Level.getLevel(levelName) != null) ? Level.getLevel(levelName),                     : Level.DEBUG;,             root.setLevel(level);,         }, ,         @Override,         protected void doConfigure() {,         }],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/log4j/BasicConfigurationFactory.java,,54-67,[        public BasicConfiguration() {,             super(ConfigurationSource.NULL_SOURCE);, ,             final LoggerConfig root = getRootLogger();,             setName("BasicConfiguration");,             final String levelName = System.getProperty(DEFAULT_LEVEL);,             final Level level = (levelName != null && Level.getLevel(levelName) != null) ? Level.getLevel(levelName),                     : Level.DEBUG;,             root.setLevel(level);,         }, ,         @Override,         protected void doConfigure() {,         }],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/db/jpa/converter/ThrowableAttributeConverter.java,getThrowable,218-218,[        } catch (final Exception e) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/db/jpa/converter/ThrowableAttributeConverter.java,getThrowable,179-179,[        } catch (final Exception e) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/db/jpa/converter/ThrowableAttributeConverter.java,getThrowable,234-234,[        } catch (final Exception e) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/db/jpa/converter/ThrowableAttributeConverter.java,getThrowable,226-226,[        } catch (final Exception e) {],,
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,org/apache/logging/log4j/core/appender/db/jpa/converter/ThrowableAttributeConverterTest.java,getStackTrace,91-91,[            returnValue += "\tat " + element.toString() + '\n';],,
BAD_PRACTICE,SE_BAD_FIELD,org/apache/logging/log4j/core/appender/mom/JmsManager.java,,41-136,[public class JmsManager extends AbstractManager {, ,     private static final Logger LOGGER = StatusLogger.getLogger();, ,     private static final JmsManagerFactory FACTORY = new JmsManagerFactory();, ,     private final JndiManager jndiManager;,     private final Connection connection;,     private final Session session;,     private final Destination destination;, ,     private JmsManager(final String name, final JndiManager jndiManager, final String connectionFactoryName,,                        final String destinationName, final String username, final String password),         throws NamingException, JMSException {,         super(name);,         this.jndiManager = jndiManager;,         final ConnectionFactory connectionFactory = this.jndiManager.lookup(connectionFactoryName);,         if (username != null && password != null) {,             this.connection = connectionFactory.createConnection(username, password);,         } else {,             this.connection = connectionFactory.createConnection();,         },         this.session = this.connection.createSession(false, Session.AUTO_ACKNOWLEDGE);,         this.destination = this.jndiManager.lookup(destinationName);,         this.connection.start();,     }, ,     /**,      * Gets a JmsManager using the specified configuration parameters.,      *,      * @param name                  The name to use for this JmsManager.,      * @param jndiManager           The JndiManager to look up JMS information through.,      * @param connectionFactoryName The binding name for the {@link javax.jms.ConnectionFactory}.,      * @param destinationName       The binding name for the {@link javax.jms.Destination}.,      * @param username              The username to connect with or {@code null} for no authentication.,      * @param password              The password to use with the given username or {@code null} for no authentication.,      * @return The JmsManager as configured.,      */,     public static JmsManager getJmsManager(final String name, final JndiManager jndiManager,,                                            final String connectionFactoryName, final String destinationName,,                                            final String username, final String password) {,         final JmsConfiguration configuration = new JmsConfiguration(jndiManager, connectionFactoryName, destinationName,,             username, password);,         return FACTORY.createManager(name, configuration);,     }, ,     /**,      * Creates a MessageConsumer on this Destination using the current Session.,      *,      * @return A MessageConsumer on this Destination.,      * @throws JMSException,      */,     public MessageConsumer createMessageConsumer() throws JMSException {,         return this.session.createConsumer(this.destination);,     }, ,     /**,      * Creates a MessageProducer on this Destination using the current Session.,      *,      * @return A MessageProducer on this Destination.,      * @throws JMSException,      */,     public MessageProducer createMessageProducer() throws JMSException {,         return this.session.createProducer(this.destination);,     }, ,     /**,      * Creates a TextMessage or ObjectMessage from a Serializable object. For instance, when using a text-based,      * {@link org.apache.logging.log4j.core.Layout} such as {@link org.apache.logging.log4j.core.layout.PatternLayout},,      * the {@link org.apache.logging.log4j.core.LogEvent} message will be serialized to a String. When using a,      * layout such as {@link org.apache.logging.log4j.core.layout.SerializedLayout}, the LogEvent message will be,      * serialized as a Java object.,      *,      * @param object The LogEvent or String message to wrap.,      * @return A new JMS message containing the provided object.,      * @throws JMSException,      */,     public Message createMessage(final Serializable object) throws JMSException {,         if (object instanceof String) {,             return this.session.createTextMessage((String) object);,         },         return this.session.createObjectMessage(object);,     }, ,     @Override,     protected void releaseSub() {,         try {,             this.session.close();,         } catch (final JMSException ignored) {,         },         try {,             this.connection.close();,         } catch (final JMSException ignored) {,         },         this.jndiManager.release();,     }],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/mom/JmsAppenderIT.java,testLogToQueue,86-86,[            appender.append(event);],,
CORRECTNESS,RV_RETURN_VALUE_IGNORED,org/apache/logging/log4j/core/appender/mom/JmsAppenderIT.java,awaitAndAssertAllMessagesConsumed,122-122,[            countDownLatch.await(5, TimeUnit.SECONDS);],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/logging/log4j/core/appender/rewrite/MapRewritePolicy.java,valueOf,139-139,[            if (op == null) {],,
BAD_PRACTICE,SE_BAD_FIELD,org/apache/logging/log4j/core/config/AppenderRef.java,,35-81,[    private static final Logger LOGGER = StatusLogger.getLogger();, ,     private final String ref;,     private final Level level;,     private final Filter filter;, ,     private AppenderRef(final String ref, final Level level, final Filter filter) {,         this.ref = ref;,         this.level = level;,         this.filter = filter;,     }, ,     public String getRef() {,         return ref;,     }, ,     public Level getLevel() {,         return level;,     }, ,     public Filter getFilter() {,         return filter;,     }, ,     @Override,     public String toString() {,         return ref;,     }, ,     /**,      * Create an Appender reference.,      * @param ref The name of the Appender.,      * @param level The Level to filter against.,      * @param filter The filter(s) to use.,      * @return The name of the Appender.,      */,     @PluginFactory,     public static AppenderRef createAppenderRef(,             @PluginAttribute("ref") final String ref,,             @PluginAttribute("level") final Level level,,             @PluginElement("Filter") final Filter filter) {, ,         if (ref == null) {,             LOGGER.error("Appender references must contain a reference");,             return null;,         },         return new AppenderRef(ref, level, filter);],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/logging/log4j/core/appender/rewrite/RewriteAppenderTest.java,testFilter,105-105,[        assertTrue("Events were generated", list == null || list.isEmpty());],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/DefaultRolloverStrategy.java,purgeAscending,219-219,[                        toRenameBase.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/DefaultRolloverStrategy.java,purgeDescending,327-327,[                        toRenameBase.delete();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/appender/rolling/OnStartupTriggeringPolicyTest.java,,53-64,[        public MyRollingManager(final TriggeringPolicy policy, final RolloverStrategy strategy) {,             super("testfile", "target/rolling1/test1-%i.log.gz", new ByteArrayOutputStream(),,                 false, 0, System.currentTimeMillis(), policy, strategy, null, null, 8192);,         }, ,         public void setFileTime(final long timestamp) {,             this.timestamp = timestamp;,         }, ,         @Override,         public long getFileTime() {,             return timestamp;],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderSizeTest.java,deleteDir,94-94,[            for (final File file : files) {],,deleteDir,93-93,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderSizeTest.java,deleteDir,95-95,[                file.delete();],,deleteDir,97-97,[            dir.delete();],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeAndSizeTest.java,deleteDir,74-74,[            for (final File file : files) {],,deleteDir,73-73,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeAndSizeTest.java,deleteDir,75-75,[                file.delete();],,deleteDir,77-77,[            dir.delete();],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeTest.java,deleteDir,82-82,[            for (final File file : files) {],,deleteDir,81-81,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeTest.java,deleteDir,83-83,[                file.delete();],,deleteDir,85-85,[            dir.delete();],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeTest.java,,51-51,[    }).around(ctx);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/logging/log4j/core/appender/rolling/RollingAppenderTimeTest.java,,46-50,[    public RuleChain chain = RuleChain.outerRule(new ExternalResource() {,         @Override,         protected void before() throws Throwable {,             deleteDir();,         }],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderUncompressedTest.java,deleteDir,83-83,[            for (final File file : files) {],,deleteDir,82-82,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingAppenderUncompressedTest.java,deleteDir,84-84,[                file.delete();],,deleteDir,86-86,[            dir.delete();],,
STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,org/apache/logging/log4j/core/appender/rolling/RollingFileAppenderAccessTest.java,testAccessManager,47-47,[        manager.getRolloverStrategy();],,
STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,org/apache/logging/log4j/core/appender/rolling/RollingFileAppenderAccessTest.java,testAccessManager,48-48,[        manager.getTriggeringPolicy();],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,,102-102,[        return initialTime;],,,113-113,[                initialTime = System.currentTimeMillis();],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,,94-94,[        return size;],,,85-85,[        size += length;],,,112-112,[                size = 0;],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,createFileAfterRollover,122-122,[        final OutputStream os = new FileOutputStream(getFileName(), isAppend());],,createFileAfterRollover,123-123,[        if (getBufferSize() > 0) { // negative buffer size means no buffering],,createFileAfterRollover,126-126,[            setOutputStream(os);],,createFileAfterRollover,128-128,[    }],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,createManager,303-303,[                parent.mkdirs();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingFileManager.java,createManager,306-306,[                file.createNewFile();],,
BAD_PRACTICE,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,write,111-111,[        if (isImmediateFlush || isEndOfBatch.get() == Boolean.TRUE) {],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,createManager,178-178,[                file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java,createManager,174-174,[                parent.mkdirs();],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManagerHeaderFooterTest.java,deleteDir,114-114,[            for (final File file : files) {],,deleteDir,113-113,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManagerHeaderFooterTest.java,deleteDir,115-115,[                file.delete();],,deleteDir,117-117,[            dir.delete();],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManagerTest.java,testConfigurableBufferSize,121-121,[                file.getName(), Strings.EMPTY, os, append, flushNow, bufferSize, triggerSize, time,],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManagerTest.java,testWrite_dataExceedingBufferSize,94-94,[                file.getName(), Strings.EMPTY, os, append, flushNow, RollingRandomAccessFileManager.DEFAULT_BUFFER_SIZE, triggerSize, time,],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManagerTest.java,testWrite_multiplesOfBufferSize,63-63,[                file.getName(), Strings.EMPTY, os, append, flushNow, RollingRandomAccessFileManager.DEFAULT_BUFFER_SIZE, triggerSize, time,],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/appender/rolling/action/AbstractAction.java,,90-90,[        return complete;],,,70-70,[            complete = true;],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,copyFile,130-130,[            srcStream = new FileInputStream(source);],,copyFile,131-131,[            destStream = new FileOutputStream(destination);],,copyFile,136-136,[            if (srcChannel != null) {],,copyFile,137-137,[                srcChannel.close();],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,execute,100-100,[            } catch (final Exception ex) {],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,copyFile,122-122,[            destination.createNewFile();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,execute,83-83,[                parent.mkdirs();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameAction.java,execute,111-111,[                source.delete();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,testEmpty,71-71,[        final PrintStream pos = new PrintStream(file);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,testNoParent,85-85,[        final PrintStream pos = new PrintStream(file);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,testRename1,55-55,[        final PrintStream pos = new PrintStream(file);],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,deleteDir,112-112,[            for (final File file : files) {],,deleteDir,111-111,[            final File[] files = dir.listFiles();],,
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,deleteFiles,123-123,[            for (final File file : files) {],,deleteFiles,122-122,[            final File[] files = dir.listFiles();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,beforeClass,39-39,[        file.mkdirs();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,deleteDir,113-113,[                file.delete();],,deleteDir,115-115,[            dir.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,deleteFiles,124-124,[                file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/rolling/action/FileRenameActionTest.java,testNoParent,99-99,[                dest.delete();],,testNoParent,100-100,[                file.delete();],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/logging/log4j/core/appender/rolling/action/GzCompressAction.java,execute,94-94,[            final FileInputStream fis = new FileInputStream(source);],,execute,95-95,[            final FileOutputStream fos = new FileOutputStream(destination);],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,org/apache/logging/log4j/core/appender/rolling/action/ZipCompressAction.java,execute,103-103,[            final FileInputStream fis = new FileInputStream(source);],,execute,104-104,[            final FileOutputStream fos = new FileOutputStream(destination);],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/routing/JsonRoutingAppender2Test.java,cleanupClass,61-61,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/routing/JsonRoutingAppender2Test.java,setupClass,52-52,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/routing/JsonRoutingAppenderTest.java,cleanupClass,61-61,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/routing/JsonRoutingAppenderTest.java,setupClass,52-52,[        file.delete();],,
BAD_PRACTICE,SE_BAD_FIELD,org/apache/logging/log4j/core/appender/routing/Route.java,,32-111,[    private static final Logger LOGGER = StatusLogger.getLogger();, ,     private final Node node;,     private final String appenderRef;,     private final String key;, ,     private Route(final Node node, final String appenderRef, final String key) {,         this.node = node;,         this.appenderRef = appenderRef;,         this.key = key;,     }, ,     /**,      * Returns the Dynamic Appender Node.,      * @return The Node.,      */,     public Node getNode() {,         return node;,     }, ,     /**,      * Returns the appender reference.,      * @return The Appender reference.,      */,     public String getAppenderRef() {,         return appenderRef;,     }, ,     /**,      * Returns the key for this Route.,      * @return the key for this Route.,      */,     public String getKey() {,         return key;,     }, ,     @Override,     public String toString() {,         final StringBuilder sb = new StringBuilder("Route(");,         sb.append("type=");,         if (appenderRef != null) {,             sb.append("static Reference=").append(appenderRef);,         } else if (node != null) {,             sb.append("dynamic - type=").append(node.getName());,         } else {,             sb.append("invalid Route");,         },         if (key != null) {,             sb.append(" key='").append(key).append('\'');,         } else {,             sb.append(" default");,         },         sb.append(')');,         return sb.toString();,     }, ,     /**,      * Create the Route.,      * @param appenderRef The Appender reference.,      * @param key The key.,      * @param node The Node.,      * @return A Route.,      */,     @PluginFactory,     public static Route createRoute(,             @PluginAttribute("ref") final String appenderRef,,             @PluginAttribute("key") final String key,,             @PluginNode final Node node) {,         if (node != null && node.hasChildren()) {,             if (appenderRef != null) {,                 LOGGER.error("A route cannot be configured with an appender reference and an appender definition");,                 return null;,             },         } else {,             if (appenderRef == null) {,                 LOGGER.error("A route must specify an appender reference or an appender definition");,                 return null;,             },         },         return new Route(node, appenderRef, key);],,
BAD_PRACTICE,SE_BAD_FIELD,org/apache/logging/log4j/core/appender/routing/Routes.java,,32-92,[    private static final Logger LOGGER = StatusLogger.getLogger();, ,     private final String pattern;,     private final Route[] routes;, ,     private Routes(final String pattern, final Route... routes) {,         this.pattern = pattern;,         this.routes = routes;,     }, ,     /**,      * Returns the pattern.,      * @return the pattern.,      */,     public String getPattern() {,         return pattern;,     }, ,     /**,      * Returns the array of Route elements.,      * @return an array of Route elements.,      */,     public Route[] getRoutes() {,         return routes;,     }, ,     @Override,     public String toString() {,         final StringBuilder sb = new StringBuilder("{");,         boolean first = true;,         for (final Route route : routes) {,             if (!first) {,                 sb.append(',');,             },             first = false;,             sb.append(route.toString());,         },         sb.append('}');,         return sb.toString();, ,     }, ,     /**,      * Create the Routes.,      * @param pattern The pattern.,      * @param routes An array of Route elements.,      * @return The Routes container.,      */,     @PluginFactory,     public static Routes createRoutes(,             @PluginAttribute("pattern") final String pattern,,             @PluginElement("Routes") final Route... routes) {,         if (pattern == null) {,             LOGGER.error("A pattern is required");,             return null;,         },         if (routes == null || routes.length == 0) {,             LOGGER.error("No routes configured");,             return null;,         },         return new Routes(pattern, routes);],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/appender/routing/RoutingAppenderTest.java,,49-49,[    @Rule],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderTest.java,routingTest,66-66,[        final List<LogEvent> list = app.getEvents();],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderTest.java,tearDown,59-59,[        this.app.clear();],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderWithJndiTest.java,after,58-58,[        listAppender1.clear();],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderWithJndiTest.java,routingTest,77-77,[        assertNotNull("No events generated", listAppender1.getEvents());],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderWithJndiTest.java,after,59-59,[        listAppender2.clear();],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingAppenderWithJndiTest.java,routingTest,85-85,[        assertNotNull("No events generated", listAppender2.getEvents());],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/appender/routing/RoutingDefaultAppenderTest.java,,46-46,[    @Rule],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/routing/RoutingDefaultAppenderTest.java,routingTest,65-65,[        final List<LogEvent> list = app.getEvents();],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/async/AsyncLogger.java,calculateRingBufferSize,146-146,[        } catch (final Exception ex) {],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/async/AsyncLogger.java,initInfoForExecutorThread,160-160,[        executor.submit(new Runnable(){],,
