F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F85,F73,F84,F146,F147,
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,988,1,1977,79,974,898,
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,988,1,1977,79,974,898,
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,988,1,1977,79,974,898,
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,988,1,1977,79,974,898,
400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,974,898,
400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,974,898,
400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
81,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,976,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1941,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,1977,79,974,898,
147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,6,904,898,
147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,6,904,898,
423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,6,904,898,
423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,6,904,898,
423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,1,1977,6,904,898,
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1172,1,1977,6,904,898,
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1172,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,957,1,1977,6,904,898,
62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1,1977,6,904,898,
251,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
24,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,919,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1077,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1031,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,6,904,898,
63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,958,1,1977,6,904,898,
271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
38,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
139,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,1977,6,904,898,
139,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,1977,6,904,898,
139,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,1977,6,904,898,
139,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,1977,6,904,898,
139,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,907,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,6,904,898,
147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,1977,6,904,898,
271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,1977,6,904,898,
271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,1977,6,904,898,
271,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1166,1,1977,6,904,898,
271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,1977,6,904,898,
419,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1314,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
559,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1454,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1523,1,1977,6,904,898,
38,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,933,1,1977,6,904,898,
453,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1348,1,1977,6,904,898,
259,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,1,1977,6,904,898,
259,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,1,1977,6,904,898,
259,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,1,1977,6,904,898,
