F83,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ramkrishna.s.vasudevan@intel.com,F71-jamestaylor@apache.org,F71-jtaylor@salesforce.com,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-anoopsamjohn@gmail.com,F71-greid@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F74,F85,F73,F84,F146,F147,
8,0,0,1,1,0,0,0,0,0,0,0,0,1678,1,1977,5,1675,1673,
8,0,0,1,1,0,0,0,0,0,0,0,0,1678,1,1977,5,1675,1673,
8,0,0,1,1,0,0,0,0,0,0,0,0,1678,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,1,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
19,0,0,0,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
34,0,0,1,1,0,0,0,0,0,0,0,0,1704,1,1977,5,1675,1673,
34,0,0,1,1,0,0,0,0,0,0,0,0,1704,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
18,0,0,1,1,0,0,0,0,0,0,0,0,1689,1,1977,5,1675,1673,
18,0,0,1,1,0,0,0,0,0,0,0,0,1689,1,1977,5,1675,1673,
18,0,0,1,1,0,0,0,0,0,0,0,0,1689,1,1977,5,1675,1673,
18,0,0,1,1,0,0,0,0,0,0,0,0,1689,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
12,0,0,1,1,0,0,0,0,0,0,0,0,1682,1,1977,5,1675,1673,
12,0,0,1,1,0,0,0,0,0,0,0,0,1682,1,1977,5,1675,1673,
12,0,0,1,1,0,0,0,0,0,0,0,0,1682,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
19,0,0,1,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
19,0,0,1,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
19,0,0,1,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
19,0,0,1,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
19,0,0,1,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
35,1,0,1,0,0,0,0,0,0,0,0,0,1705,1,1977,5,1675,1673,
35,1,0,1,0,0,0,0,0,0,0,0,0,1705,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
9,1,0,1,1,0,0,0,0,0,0,0,0,1679,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,5,1675,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
119,1,0,1,1,1,0,0,0,0,1,0,0,1789,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
22,1,0,1,0,0,0,0,0,0,0,0,0,1692,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,22,1692,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,0,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
58,1,0,1,1,0,0,0,0,0,1,0,0,1728,1,1977,49,1718,1673,
99,1,0,1,1,0,0,0,0,0,1,1,0,1769,1,1977,49,1718,1673,
99,1,0,1,1,0,0,0,0,0,1,1,0,1769,1,1977,49,1718,1673,
49,0,0,0,0,0,0,0,0,0,0,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,0,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
49,0,0,1,0,0,0,0,0,0,1,0,1,1718,1,1977,49,1718,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
18,0,1,1,1,1,0,0,0,0,1,0,0,1689,1,1977,5,1675,1673,
18,0,0,1,1,1,0,0,0,0,1,0,0,1689,1,1977,5,1675,1673,
252,1,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
252,1,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
18,0,0,1,1,1,0,0,0,0,1,0,0,1689,1,1977,5,1675,1673,
18,0,0,1,1,1,0,0,0,0,1,0,0,1689,1,1977,5,1675,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,248,1918,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,248,1918,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,248,1918,1673,
252,0,0,1,1,0,0,0,0,0,1,0,0,1921,1,1977,248,1918,1673,
248,0,0,0,0,1,0,1,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,1,1,1,0,1,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,0,0,1,1,1,0,1,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,1,0,1,1,1,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
248,1,0,1,1,1,0,0,0,0,1,0,0,1918,1,1977,248,1918,1673,
252,0,0,1,0,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
33,0,0,0,1,0,0,0,0,0,0,0,0,1703,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
19,0,0,0,0,1,0,0,0,0,0,0,0,1690,1,1977,5,1675,1673,
143,0,0,1,1,1,0,0,0,0,1,0,0,1813,1,1977,5,1675,1673,
252,0,0,1,0,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
143,0,0,1,1,1,0,0,0,0,1,0,0,1813,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,1,1921,1,1977,5,1675,1673,
252,0,0,1,1,1,0,0,0,0,1,0,1,1921,1,1977,5,1675,1673,
252,0,0,1,0,1,0,0,0,0,1,0,0,1921,1,1977,5,1675,1673,
50,1,0,0,0,0,0,1,0,0,0,0,0,1720,1,1977,3,1673,1673,
226,1,0,1,1,0,0,0,0,0,1,0,0,1896,1,1977,3,1673,1673,
226,1,0,1,1,0,0,0,0,0,1,0,0,1896,1,1977,3,1673,1673,
143,0,0,1,1,1,0,0,0,0,1,0,0,1813,1,1977,3,1673,1673,
143,0,0,1,1,1,0,0,0,0,1,0,0,1813,1,1977,3,1673,1673,
3,1,0,1,1,1,0,1,0,0,1,0,0,1673,1,1977,3,1673,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,41,1712,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
41,1,0,1,0,0,0,0,0,0,0,0,0,1712,1,1977,41,1712,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,41,1712,1673,
122,0,0,1,0,0,0,0,0,0,1,0,0,1792,1,1977,122,1792,1673,
122,0,0,1,0,0,0,0,0,0,1,0,0,1792,1,1977,122,1792,1673,
122,0,0,1,0,0,0,0,0,0,1,0,0,1792,1,1977,122,1792,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,122,1792,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,122,1792,1673,
252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1,1977,122,1792,1673,
244,0,0,1,0,0,0,0,0,0,1,0,0,1914,1,1977,244,1914,1673,
244,0,0,1,0,0,0,0,0,0,1,0,0,1914,1,1977,244,1914,1673,
244,0,0,1,0,0,0,0,0,0,1,0,0,1914,1,1977,244,1914,1673,
