F83,F71-msb@apache.org,F71-acoliver@apache.org,F71-sergey@apache.org,F71-klute@apache.org,F71-mjohnson@apache.org,F71-glens@apache.org,F71-sackley@apache.org,F71-paolo@apache.org,F71-yegor@apache.org,F71-slaubach@apache.org,F71-tetsuya@apache.org,F71-jheight@apache.org,F71-ugo@apache.org,F71-maxcom@apache.org,F71-bayard@apache.org,F71-josh@apache.org,F71-dmui@apache.org,F71-avik@apache.org,F71-amol@apache.org,F71-nick@apache.org,F74,F85,F73,F84,F146,F147,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5164,1,8677,1388,5164,3779,
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5164,1,8677,1388,5164,3779,
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5387,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3826,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3826,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3826,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3826,1,8677,50,3826,3779,
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4736,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3826,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3826,1,8677,50,3826,3779,
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3826,1,8677,50,3826,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5252,1,8677,29,3805,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5387,1,8677,29,3805,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5387,1,8677,29,3805,3779,
199,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3975,1,8677,29,3805,3779,
199,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3975,1,8677,29,3805,3779,
29,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,3805,1,8677,29,3805,3779,
221,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3997,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5232,1,8677,29,3805,3779,
1456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5232,1,8677,29,3805,3779,
1564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5340,1,8677,29,3805,3779,
1564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5340,1,8677,29,3805,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,5279,1,8677,29,3805,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,5279,1,8677,29,3805,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4997,1,8677,29,3805,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4997,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4997,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5266,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,29,3805,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5279,1,8677,29,3805,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5279,1,8677,29,3805,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5387,1,8677,29,3805,3779,
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6893,1,8677,958,4734,3779,
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6893,1,8677,958,4734,3779,
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6893,1,8677,958,4734,3779,
3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6893,1,8677,958,4734,3779,
2085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5864,1,8677,958,4734,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5387,1,8677,958,4734,3779,
1486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5262,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5404,1,8677,185,3961,3779,
1567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5343,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
2121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5903,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
185,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3961,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4735,1,8677,185,3961,3779,
1506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5282,1,8677,185,3961,3779,
1506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5282,1,8677,185,3961,3779,
1506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5282,1,8677,185,3961,3779,
1506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5282,1,8677,185,3961,3779,
960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4736,1,8677,185,3961,3779,
960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4736,1,8677,185,3961,3779,
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5387,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4997,1,8677,185,3961,3779,
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4997,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4735,1,8677,185,3961,3779,
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,5281,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4735,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4734,1,8677,185,3961,3779,
958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4734,1,8677,185,3961,3779,
958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4734,1,8677,185,3961,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5266,1,8677,185,3961,3779,
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5278,1,8677,185,3961,3779,
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5278,1,8677,185,3961,3779,
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5278,1,8677,185,3961,3779,
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5278,1,8677,185,3961,3779,
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5278,1,8677,185,3961,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,5387,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
1476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5252,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4735,1,8677,185,3961,3779,
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4735,1,8677,185,3961,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5279,1,8677,185,3961,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5279,1,8677,185,3961,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5279,1,8677,185,3961,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5387,1,8677,630,4406,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5387,1,8677,630,4406,3779,
1611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5387,1,8677,630,4406,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5279,1,8677,630,4406,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5279,1,8677,630,4406,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5279,1,8677,630,4406,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5279,1,8677,630,4406,3779,
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5279,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4733,1,8677,630,4406,3779,
957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4733,1,8677,630,4406,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5266,1,8677,630,4406,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5266,1,8677,630,4406,3779,
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4406,1,8677,630,4406,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5266,1,8677,630,4406,3779,
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5266,1,8677,630,4406,3779,
109,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3885,1,8677,109,3885,3779,
109,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3885,1,8677,109,3885,3779,
109,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3885,1,8677,109,3885,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
1133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4909,1,8677,651,4427,3779,
1133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4909,1,8677,651,4427,3779,
1276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5052,1,8677,651,4427,3779,
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4524,1,8677,651,4427,3779,
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4524,1,8677,651,4427,3779,
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4524,1,8677,651,4427,3779,
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4524,1,8677,651,4427,3779,
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4524,1,8677,651,4427,3779,
1133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4909,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,651,4427,3779,
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4526,1,8677,651,4427,3779,
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4620,1,8677,651,4427,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,846,4622,3779,
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622,1,8677,846,4622,3779,
1281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5057,1,8677,1281,5057,3779,
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4526,1,8677,750,4526,3779,
110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3886,1,2130,34,3810,3779,
224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1,8677,26,3802,3779,
70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,26,3802,3779,
70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,26,3802,3779,
70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,26,3802,3779,
68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,1,8677,26,3802,3779,
68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,1,8677,26,3802,3779,
229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,1,8677,26,3802,3779,
229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,1,8677,26,3802,3779,
229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,1,8677,26,3802,3779,
622,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,4398,1,8677,622,4398,3779,
622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4398,1,8677,622,4398,3779,
622,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,4398,1,8677,622,4398,3779,
622,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,4398,1,8677,622,4398,3779,
622,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,4398,1,8677,622,4398,3779,
3087,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6919,1,8677,622,4398,3779,
923,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,4699,1,8677,622,4398,3779,
923,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,4699,1,8677,622,4398,3779,
1642,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,5418,1,8677,1298,5074,3779,
1642,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,5418,1,8677,1298,5074,3779,
1642,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,5418,1,8677,1298,5074,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5117,1,8677,830,4606,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5625,1,8677,1849,5625,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4065,1,8677,289,4065,3779,
