F83,F71-tallison@apache.org,F71-acoliver@apache.org,F71-kiwiwings@apache.org,F71-sergey@apache.org,F71-klute@apache.org,F71-berlog@apache.org,F71-glens@apache.org,F71-sackley@apache.org,F71-paolo@apache.org,F71-yegor@apache.org,F71-centic@apache.org,F71-jheight@apache.org,F71-ugo@apache.org,F71-maxcom@apache.org,F71-bayard@apache.org,F71-josh@apache.org,F71-avik@apache.org,F71-kiwiwings@unknown,F71-nick@apache.org,F71-cedricwalter@apache.org,F74,F85,F73,F84,F146,F147,
440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3707,1,8677,7,3274,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5252,1,8677,7,3274,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3706,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5266,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3533,1,8677,7,3274,3270,
7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3274,1,8677,7,3274,3270,
7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3274,1,8677,7,3274,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5387,1,8677,7,3274,3270,
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6893,1,8677,275,3542,3270,
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6893,1,8677,275,3542,3270,
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6893,1,8677,275,3542,3270,
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6893,1,8677,275,3542,3270,
2594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5864,1,8677,275,3542,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5387,1,8677,275,3542,3270,
275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3542,1,8677,275,3542,3270,
1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5262,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3541,1,8677,10,3277,3270,
2076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5343,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
2630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5903,1,8677,10,3277,3270,
10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3277,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4735,1,8677,10,3277,3270,
300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3567,1,8677,10,3277,3270,
300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3567,1,8677,10,3277,3270,
300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3567,1,8677,10,3277,3270,
2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5282,1,8677,10,3277,3270,
1469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4736,1,8677,10,3277,3270,
1469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4736,1,8677,10,3277,3270,
274,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,3541,1,8677,10,3277,3270,
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5387,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4997,1,8677,10,3277,3270,
1730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4997,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,1,8677,10,3277,3270,
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,5281,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4735,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3567,1,8677,10,3277,3270,
188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3455,1,8677,10,3277,3270,
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3455,1,8677,10,3277,3270,
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3455,1,8677,10,3277,3270,
1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5266,1,8677,10,3277,3270,
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3318,1,8677,10,3277,3270,
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278,1,8677,10,3277,3270,
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278,1,8677,10,3277,3270,
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278,1,8677,10,3277,3270,
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278,1,8677,10,3277,3270,
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278,1,8677,10,3277,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,5387,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5252,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4735,1,8677,10,3277,3270,
1468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4735,1,8677,10,3277,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5279,1,8677,10,3277,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5279,1,8677,10,3277,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5279,1,8677,10,3277,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5387,1,8677,7,3274,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5387,1,8677,7,3274,3270,
2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5387,1,8677,7,3274,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5279,1,8677,7,3274,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5279,1,8677,7,3274,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5279,1,8677,7,3274,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5279,1,8677,7,3274,3270,
2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5279,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,3275,1,8677,7,3274,3270,
8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3275,1,8677,7,3274,3270,
435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3702,1,8677,7,3274,3270,
435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3702,1,8677,7,3274,3270,
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,1,8677,7,3274,3270,
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,1,8677,7,3274,3270,
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3274,1,8677,7,3274,3270,
18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3285,1,8677,7,3274,3270,
18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3285,1,8677,7,3274,3270,
161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3428,1,8677,161,3428,3270,
161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3428,1,8677,161,3428,3270,
161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3428,1,8677,161,3428,3270,
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3432,1,8677,161,3428,3270,
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3432,1,8677,161,3428,3270,
247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3514,1,8677,166,3433,3270,
247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3514,1,8677,166,3433,3270,
247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3514,1,8677,166,3433,3270,
247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3514,1,8677,166,3433,3270,
247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3514,1,8677,166,3433,3270,
169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3436,1,8677,166,3433,3270,
169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3436,1,8677,166,3433,3270,
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3438,1,8677,166,3433,3270,
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3513,1,8677,166,3433,3270,
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3513,1,8677,166,3433,3270,
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3434,1,8677,166,3433,3270,
168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3435,1,8677,166,3433,3270,
168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3435,1,8677,166,3433,3270,
168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3435,1,8677,166,3433,3270,
246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3513,1,8677,166,3433,3270,
246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3513,1,8677,166,3433,3270,
246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3513,1,8677,166,3433,3270,
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3438,1,8677,166,3433,3270,
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3571,1,8677,166,3433,3270,
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3642,1,8677,306,3573,3270,
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3642,1,8677,306,3573,3270,
1790,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5057,1,8677,1790,5057,3270,
303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3570,1,8677,174,3441,3270,
733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1,8677,3,3270,3270,
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,3,3270,3270,
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,3,3270,3270,
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,1,8677,3,3270,3270,
577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,1,8677,3,3270,3270,
577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,1,8677,3,3270,3270,
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
77,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3344,1,8677,4,3271,3270,
4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3271,1,8677,4,3271,3270,
4,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3271,1,8677,4,3271,3270,
4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3271,1,8677,4,3271,3270,
4,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3271,1,8677,4,3271,3270,
4,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3271,1,8677,4,3271,3270,
4,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,3271,1,8677,4,3271,3270,
74,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,3341,1,8677,4,3271,3270,
74,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3344,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3341,1,8677,4,3271,3270,
2151,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,5418,1,8677,14,3281,3270,
2151,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,5418,1,8677,14,3281,3270,
2151,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,5418,1,8677,14,3281,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3599,1,8677,27,3294,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5625,1,8677,2358,5625,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3703,1,8677,203,3470,3270,
798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4065,1,8677,203,3470,3270,
798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4065,1,8677,203,3470,3270,
798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4065,1,8677,203,3470,3270,
798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4065,1,8677,203,3470,3270,
798,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4065,1,8677,203,3470,3270,
117,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3384,1,8677,3,3270,3270,
2012,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5279,1,8677,3,3270,3270,
117,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3384,1,8677,3,3270,3270,
20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3287,1,8677,3,3270,3270,
20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3287,1,8677,3,3270,3270,
20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3287,1,8677,3,3270,3270,
117,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3384,1,8677,3,3270,3270,
69,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,3336,1,8677,3,3270,3270,
117,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3384,1,8677,3,3270,3270,
361,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3628,1,8677,3,3270,3270,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3384,1,8677,3,3270,3270,
3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3270,1,8677,3,3270,3270,
278,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3545,1,8677,3,3270,3270,
2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5396,1,8677,3,3270,3270,
278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3545,1,8677,3,3270,3270,
