F83,F71-mattsicker@unknown,F71-sdeboy@apache.org,F71-bbrouwer@unknown,F71-ggregory@apache.org,F71-rpopma@unknown,F71-rgoers@apache.org,F71-carnold@apache.org,F71-nickwilliams@unknown,F74,F85,F73,F84,F146,F147,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,25,6000,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,25,6000,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,25,6000,5978,
553,1,0,0,1,1,0,0,0,6528,1,8968,25,6000,5978,
553,1,0,0,1,1,0,0,0,6528,1,8968,25,6000,5978,
553,1,0,0,1,1,0,0,0,6528,1,8968,25,6000,5978,
553,1,0,0,1,1,0,0,0,6528,1,8968,25,6000,5978,
553,1,0,0,1,1,0,0,0,6528,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,25,6000,5978,
840,1,0,0,1,1,1,0,0,6816,1,8968,25,6000,5978,
1421,0,0,0,1,0,1,0,0,7397,1,8968,25,6000,5978,
1421,0,0,0,1,0,1,0,0,7397,1,8968,25,6000,5978,
1421,0,0,0,1,1,0,0,0,7397,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
371,1,1,0,1,1,1,0,0,6346,1,8968,25,6000,5978,
371,1,1,0,1,1,1,0,0,6346,1,8968,25,6000,5978,
80,1,0,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
80,1,0,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
80,1,0,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
80,1,0,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,3554,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,3554,25,6000,5978,
25,1,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
80,1,1,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
25,1,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
429,1,0,0,1,1,0,0,0,6404,1,8968,25,6000,5978,
311,1,0,0,1,1,1,0,1,6286,1,799,25,6000,5978,
311,1,0,0,1,1,1,0,1,6286,1,799,25,6000,5978,
718,1,0,0,1,1,0,0,1,6694,1,8968,25,6000,5978,
25,0,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
80,1,0,0,1,1,1,0,1,6055,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
80,0,0,0,1,1,0,0,0,6055,1,8968,25,6000,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
125,1,0,0,1,1,0,0,0,6100,1,8968,55,6030,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
17,1,0,0,1,0,0,0,0,5992,1,8968,17,5992,5978,
685,1,0,0,0,0,0,0,0,6661,1,8968,17,5992,5978,
685,1,0,0,0,0,0,0,0,6661,1,8968,17,5992,5978,
137,1,0,0,1,0,0,0,0,6112,1,8968,17,5992,5978,
25,1,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
348,1,0,0,1,0,0,0,0,6323,1,8968,348,6323,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,1,0,0,6000,1,8968,25,6000,5978,
80,0,0,0,1,1,0,0,0,6055,1,8968,25,6000,5978,
80,0,0,0,1,1,0,0,0,6055,1,8968,25,6000,5978,
80,0,0,0,1,1,0,0,0,6055,1,8968,25,6000,5978,
311,1,0,0,1,0,1,0,1,6286,1,8968,145,6120,5978,
376,1,0,0,1,1,1,0,0,6351,1,8968,145,6120,5978,
376,1,0,0,0,0,0,0,0,6351,1,8968,145,6120,5978,
376,1,0,0,1,1,1,0,0,6351,1,8968,145,6120,5978,
376,1,0,0,1,1,1,0,0,6351,1,8968,145,6120,5978,
290,1,0,0,1,1,1,0,0,6265,1,8968,145,6120,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
134,1,0,0,1,1,0,0,1,6109,1,8968,25,6000,5978,
300,1,0,0,1,1,1,0,1,6275,1,8968,25,6000,5978,
300,1,0,0,1,1,1,0,1,6275,1,8968,25,6000,5978,
300,1,0,0,1,1,1,0,1,6275,1,8968,25,6000,5978,
300,1,0,0,1,1,1,0,1,6275,1,8968,25,6000,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
564,0,0,0,0,0,0,0,0,6540,1,8968,25,6000,5978,
550,0,0,0,1,0,0,0,0,6525,1,8968,25,6000,5978,
550,0,0,0,1,0,0,0,0,6525,1,8968,25,6000,5978,
17,0,0,0,1,1,0,0,1,5992,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,17,5992,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
20,0,0,0,1,0,0,0,1,5995,1,8968,13,5988,5978,
20,0,0,0,1,0,0,0,1,5995,1,8968,13,5988,5978,
20,0,0,0,1,0,0,0,1,5995,1,8968,13,5988,5978,
20,0,0,0,1,0,0,0,1,5995,1,8968,13,5988,5978,
20,1,0,0,1,1,1,0,0,5995,1,8968,13,5988,5978,
180,1,0,0,1,0,0,0,0,6155,1,8968,13,5988,5978,
180,1,0,0,1,0,0,0,0,6155,1,8968,13,5988,5978,
133,1,0,0,1,1,0,0,0,6108,1,8968,13,5988,5978,
133,1,0,0,1,1,0,0,0,6108,1,8968,13,5988,5978,
13,1,1,0,1,0,1,0,1,5988,1,8968,13,5988,5978,
13,1,1,0,1,0,1,0,1,5988,1,8968,13,5988,5978,
14,1,0,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,0,0,0,1,0,0,0,0,5989,1,8968,13,5988,5978,
14,0,0,0,1,0,0,0,0,5989,1,8968,13,5988,5978,
14,1,1,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,0,0,0,1,0,0,0,0,5989,1,8968,13,5988,5978,
14,1,0,0,1,1,0,0,0,5989,1,8968,13,5988,5978,
14,1,0,0,1,1,0,0,0,5989,1,8968,13,5988,5978,
14,1,0,0,1,1,0,0,0,5989,1,8968,13,5988,5978,
14,0,0,0,1,0,0,0,0,5989,1,8968,13,5988,5978,
14,1,1,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,1,1,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,1,0,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,1,0,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
14,1,1,0,1,1,1,0,0,5989,1,8968,13,5988,5978,
180,1,0,0,1,1,0,0,0,6155,1,2841,13,5988,5978,
180,1,0,0,1,1,0,0,0,6155,1,2841,13,5988,5978,
180,1,0,0,1,1,0,0,0,6155,1,2841,13,5988,5978,
180,1,0,0,1,1,0,0,0,6155,1,2841,13,5988,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
20,0,0,0,1,0,0,0,0,5995,1,2841,13,5988,5978,
20,0,1,0,1,0,1,0,1,5995,1,2841,13,5988,5978,
25,0,0,0,1,1,0,0,0,6000,1,8968,13,5988,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
25,1,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
25,1,0,0,1,0,0,0,0,6000,1,8968,13,5988,5978,
429,0,0,0,1,1,1,0,0,6404,1,8968,17,5992,5978,
429,0,0,0,1,1,1,0,0,6404,1,8968,17,5992,5978,
320,1,0,0,1,0,1,0,0,6295,1,8968,17,5992,5978,
320,1,0,0,1,1,1,0,1,6295,1,8968,17,5992,5978,
25,1,0,0,1,0,0,0,0,6000,1,8968,17,5992,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,17,5992,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,17,5992,5978,
1421,0,0,0,1,0,1,0,1,7397,1,8968,163,6138,5978,
1421,0,0,0,1,0,1,0,1,7397,1,8968,163,6138,5978,
1421,0,0,0,1,0,1,0,0,7397,1,8968,163,6138,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,163,6138,5978,
333,1,0,0,1,1,1,0,1,6308,1,8968,163,6138,5978,
333,1,0,0,0,0,0,0,0,6308,1,8968,163,6138,5978,
333,1,0,0,1,1,1,0,1,6308,1,8968,163,6138,5978,
333,1,0,0,1,0,0,0,0,6308,1,8968,163,6138,5978,
333,1,0,0,1,1,0,0,1,6308,1,8968,163,6138,5978,
333,1,0,0,1,1,1,0,1,6308,1,8968,163,6138,5978,
333,1,0,0,1,0,0,0,0,6308,1,8968,163,6138,5978,
163,0,0,0,1,0,0,0,0,6138,1,8968,163,6138,5978,
163,0,0,0,1,0,0,0,0,6138,1,8968,163,6138,5978,
166,0,0,0,1,0,0,0,0,6141,1,2860,163,6138,5978,
166,0,0,0,1,0,0,0,0,6141,1,2860,163,6138,5978,
166,0,0,0,1,0,0,0,0,6141,1,2860,163,6138,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
348,0,0,0,1,0,0,0,0,6323,1,8968,142,6117,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,142,6117,5978,
142,1,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,1,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,0,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
371,0,0,0,1,0,0,0,0,6346,1,8968,142,6117,5978,
142,1,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
142,1,0,0,1,0,0,0,0,6117,1,8968,142,6117,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,1,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,1,0,0,1,1,0,0,0,6000,1,8968,25,6000,5978,
564,0,0,0,0,0,0,0,0,6540,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
364,0,0,0,1,0,0,0,0,6339,1,8968,25,6000,5978,
364,0,0,0,1,0,0,0,0,6339,1,8968,25,6000,5978,
342,0,0,0,1,0,1,0,0,6317,1,8968,25,6000,5978,
342,0,0,0,1,0,1,0,0,6317,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
342,0,0,0,1,0,1,0,0,6317,1,8968,25,6000,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,25,6000,5978,
42,1,0,0,1,0,1,0,0,6017,1,8968,23,5998,5978,
388,1,0,0,0,0,0,0,0,6363,1,4241,23,5998,5978,
25,0,0,0,1,0,0,0,0,6000,1,8968,23,5998,5978,
387,1,0,0,0,0,0,0,0,6362,1,4241,23,5998,5978,
387,1,0,0,1,1,1,0,0,6362,1,4241,23,5998,5978,
25,1,0,0,1,0,1,0,1,6000,1,8968,23,5998,5978,
25,1,0,0,1,1,1,0,1,6000,1,8968,23,5998,5978,
25,0,0,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
25,0,1,0,1,1,1,0,0,6000,1,8968,23,5998,5978,
384,1,0,0,0,0,0,0,0,6359,1,8968,23,5998,5978,
384,1,0,0,0,0,0,0,0,6359,1,8968,23,5998,5978,
384,1,0,0,0,0,0,0,0,6359,1,8968,23,5998,5978,
43,0,0,0,1,0,1,0,1,6018,1,8968,23,5998,5978,
382,1,0,0,0,0,0,0,0,6357,1,8968,23,5998,5978,
382,1,0,0,0,0,0,0,0,6357,1,8968,23,5998,5978,
383,1,0,0,1,1,1,0,0,6358,1,4241,23,5998,5978,
383,1,0,0,1,1,1,0,0,6358,1,4241,23,5998,5978,
43,1,0,0,1,0,0,0,0,6018,1,8968,23,5998,5978,
382,1,0,0,0,0,0,0,0,6357,1,8968,23,5998,5978,
382,1,0,0,0,0,0,0,0,6357,1,8968,23,5998,5978,
560,0,0,0,1,1,1,0,1,6535,1,4666,17,5992,5978,
560,0,0,0,1,1,1,0,1,6535,1,4666,17,5992,5978,
560,0,0,0,1,0,0,0,0,6535,1,8968,6,5981,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,6,5981,5978,
840,1,0,0,1,1,1,0,0,6816,1,8968,6,5981,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,6,5981,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,6,5981,5978,
840,1,0,0,1,1,0,0,0,6816,1,8968,6,5981,5978,
551,0,0,0,1,0,0,0,0,6526,1,8968,6,5981,5978,
558,0,0,0,1,0,0,0,0,6533,1,8968,6,5981,5978,
558,0,0,0,1,0,0,0,0,6533,1,8968,6,5981,5978,
22,1,0,0,1,1,0,0,0,5997,1,8968,6,5981,5978,
553,1,0,0,1,0,0,0,0,6528,1,8968,6,5981,5978,
553,1,0,0,1,1,1,0,0,6528,1,8968,6,5981,5978,
553,1,0,0,1,1,1,0,0,6528,1,8968,6,5981,5978,
17,0,0,0,1,0,1,0,0,5992,1,8968,6,5981,5978,
348,0,0,0,1,0,0,0,0,6323,1,8968,6,5981,5978,
348,0,0,0,1,0,0,0,0,6323,1,8968,6,5981,5978,
348,0,0,0,1,0,0,0,0,6323,1,8968,6,5981,5978,
224,1,1,0,1,1,1,0,1,6199,1,1275,5,5980,5978,
5,0,1,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,1,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
114,1,1,0,1,0,1,0,1,6089,1,8968,5,5980,5978,
114,1,0,0,1,0,1,0,1,6089,1,8968,5,5980,5978,
114,1,0,0,1,0,1,0,1,6089,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,1,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,0,0,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,0,0,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,0,0,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,0,0,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
30,1,0,0,1,1,1,0,1,6005,1,2860,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
5,0,0,0,1,0,1,0,0,5980,1,8968,5,5980,5978,
145,0,0,0,1,1,1,0,0,6120,1,8968,29,6004,5978,
29,0,0,0,1,0,0,0,0,6004,1,8968,29,6004,5978,
29,0,0,0,1,1,0,0,1,6004,1,8968,29,6004,5978,
29,0,0,0,1,0,0,0,0,6004,1,8968,29,6004,5978,
29,0,0,0,1,0,0,0,0,6004,1,8968,29,6004,5978,
381,1,0,0,1,1,0,0,0,6356,1,8968,187,6162,5978,
381,1,0,0,0,0,0,0,0,6356,1,8968,187,6162,5978,
381,1,0,0,1,1,0,0,0,6356,1,8968,187,6162,5978,
843,1,0,0,1,0,1,0,0,6819,1,8968,349,6324,5978,
843,1,0,0,1,0,1,0,0,6819,1,8968,349,6324,5978,
842,1,0,0,1,0,1,0,0,6818,1,8968,349,6324,5978,
438,0,1,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,1,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,1,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,1,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
840,1,0,0,1,0,1,1,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,1,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,1,6816,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
1422,0,0,0,1,0,1,0,0,7398,1,8968,349,6324,5978,
1422,0,0,0,1,0,1,0,0,7398,1,8968,349,6324,5978,
1422,0,0,0,1,0,1,0,0,7398,1,8968,349,6324,5978,
1422,0,0,0,1,0,1,0,0,7398,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,1,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,0,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,0,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,1,0,6816,1,8968,349,6324,5978,
438,0,0,0,1,0,1,0,0,6413,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,0,6816,1,8968,349,6324,5978,
840,1,0,0,1,0,1,0,1,6816,1,8968,349,6324,5978,
