PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/log4j/BasicConfigurationFactory.java,,52-65,[        public BasicConfiguration() {,             super(ConfigurationSource.NULL_SOURCE);, ,             final LoggerConfig root = getRootLogger();,             setName("BasicConfiguration");,             final String levelName = System.getProperty(DEFAULT_LEVEL);,             final Level level = (levelName != null && Level.getLevel(levelName) != null) ? Level.getLevel(levelName),                     : Level.DEBUG;,             root.setLevel(level);,         }, ,         @Override,         protected void doConfigure() {,         }],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/logging/log4j/core/appender/FailoversPlugin.java,createFailovers,50-50,[            return null;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/FileAppenderTest.java,testMultipleVMs,150-150,[            final InputStreamReader isr = new InputStreamReader(is);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/FileAppenderTest.java,verifyFile,188-188,[        final BufferedReader is = new BufferedReader(new InputStreamReader(fis));],,
BAD_PRACTICE,OS_OPEN_STREAM,org/apache/logging/log4j/core/appender/FileAppenderTest.java,testMultipleVMs,151-151,[            final BufferedReader br = new BufferedReader(isr);],,
BAD_PRACTICE,OS_OPEN_STREAM,org/apache/logging/log4j/core/appender/FileAppenderTest.java,verifyFile,188-188,[        final BufferedReader is = new BufferedReader(new InputStreamReader(fis));],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/logging/log4j/core/appender/FileAppenderTest.java,,208-223,[        public FileWriterRunnable(final boolean lock, final int count) {,             this.lock = lock;,             this.count = count;,         }, ,         @Override,         public void run() {,             final Thread thread = Thread.currentThread();, ,             try {,                 writer(lock, count, thread.getName());, ,             } catch (final Exception ex) {,                 throw new RuntimeException(ex);,             },         }],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/FileManager.java,createManager,196-196,[                parent.mkdirs();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/JsonCompleteFileAppenderTest.java,testFlushAtEndOfBatch,58-58,[        final BufferedReader reader = new BufferedReader(new FileReader(this.logFile));],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/appender/JsonCompleteFileAppenderTest.java,,43-43,[    public RuleChain chain = RuleChain.outerRule(files).around(init);],,
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,org/apache/logging/log4j/core/appender/ProgressConsoleTest.java,updateProgress,51-51,[            s += ".";],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/RandomAccessFileAppenderTests.java,testRandomAccessConfiguration,81-81,[        final BufferedReader reader = new BufferedReader(new FileReader(this.logFile));],,
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/logging/log4j/core/appender/RandomAccessFileAppenderTests.java,,61-61,[    public RuleChain chain = RuleChain.outerRule(files).around(init);],,
CORRECTNESS,UR_UNINIT_READ,org/apache/logging/log4j/core/appender/RandomAccessFileAppenderTests.java,<init>,60-60,[    @Rule],,
CORRECTNESS,UR_UNINIT_READ,org/apache/logging/log4j/core/appender/RandomAccessFileAppenderTests.java,<init>,61-61,[    public RuleChain chain = RuleChain.outerRule(files).around(init);],,
BAD_PRACTICE,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,org/apache/logging/log4j/core/appender/RandomAccessFileManager.java,write,101-101,[        if (isImmediateFlush || isEndOfBatch.get() == Boolean.TRUE) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/RandomAccessFileManager.java,createManager,233-233,[            } catch (final Exception ex) {],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/RandomAccessFileManager.java,createManager,219-219,[                file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/RandomAccessFileManager.java,createManager,216-216,[                parent.mkdirs();],,
CORRECTNESS,NP_NULL_ON_SOME_PATH_EXCEPTION,org/apache/logging/log4j/core/appender/RandomAccessFileManagerTest.java,testAppendDoesNotOverwriteExistingFile,130-130,[            fos.close();],,testAppendDoesNotOverwriteExistingFile,124-124,[        FileOutputStream fos = null;],,testAppendDoesNotOverwriteExistingFile,126-126,[            fos = new FileOutputStream(file);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,54-54,[        BufferedReader reader = new BufferedReader(new FileReader(f));],,testRollover,81-81,[        reader = new BufferedReader(new FileReader(f));],,testRollover,88-88,[        reader = new BufferedReader(new FileReader(after1));],,
STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,56-56,[        assertTrue(line1.contains(msg));],,
STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,83-83,[        assertTrue("after rollover only new msg", new1.contains(trigger));],,
STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,90-90,[        assertTrue("renamed file line 1", old1.contains(msg));],,
STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,92-92,[        assertTrue("renamed file line 2", old2.contains(exceed));],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/RollingRandomAccessFileAppenderRolloverTest.java,testRollover,46-46,[        f.delete();],,testRollover,47-47,[        after1.delete();],,testRollover,86-86,[        f.delete();],,testRollover,96-96,[        after1.delete();],,
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,testTcpAppenderNoWait,186-186,[        } catch (final Exception ex) {],,
BAD_PRACTICE,NM_CONFUSING,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,testTcpAppender,102-123,[        final SocketAppender appender = SocketAppender.createAppender("localhost", PORT, "tcp", null,,             "-1", "false", "Test", null, null, null, null, null, null);,         appender.start();, ,         // set appender on root and set level to debug,         root.addAppender(appender);,         root.setAdditive(false);,         root.setLevel(Level.DEBUG);,         root.debug("This is a test message");,         final Throwable child = new LoggingException("This is a test");,         root.error("Throwing an exception", child);,         root.debug("This is another test message");,         Thread.sleep(250);,         LogEvent event = list.poll(3, TimeUnit.SECONDS);,         assertNotNull("No event retrieved", event);,         assertTrue("Incorrect event", event.getMessage().getFormattedMessage().equals("This is a test message"));,         assertTrue("Message not delivered via TCP", tcpCount > 0);,         event = list.poll(3, TimeUnit.SECONDS);,         assertNotNull("No event retrieved", event);,         assertTrue("Incorrect event", event.getMessage().getFormattedMessage().equals("Throwing an exception"));,         assertTrue("Message not delivered via TCP", tcpCount > 1);,     }],,testTCPAppender,52-56,[        initTCPTestEnvironment(null);, ,         sendAndCheckLegacyBSDMessage("This is a test message");,         sendAndCheckLegacyBSDMessage("This is a test message 2");,     }],,
BAD_PRACTICE,NM_CONFUSING,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,testUdpAppender,138-151,[        final SocketAppender appender = SocketAppender.createAppender("localhost", PORT, "udp", null,,             "-1", "false", "Test", null, null, null, null, null, null);,         appender.start();, ,         // set appender on root and set level to debug,         root.addAppender(appender);,         root.setAdditive(false);,         root.setLevel(Level.DEBUG);,         root.debug("This is a udp message");,         final LogEvent event = list.poll(3, TimeUnit.SECONDS);,         assertNotNull("No event retrieved", event);,         assertTrue("Incorrect event", event.getMessage().getFormattedMessage().equals("This is a udp message"));,         assertTrue("Message not delivered via UDP", udpCount > 0);,     }],,testUDPAppender,75-80,[        initUDPTestEnvironment("bsd");, ,         sendAndCheckLegacyBSDMessage("This is a test message");,         root.removeAppender(appender);,         appender.stop();,     }],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,teardown,94-94,[        tcpCount = 0;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,teardown,95-95,[        udpCount = 0;],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,run,245-245,[                if (socket != null) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,run,219-219,[            } catch (final Exception ex) {],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/SocketAppenderTest.java,shutdown,204-204,[            thread.interrupt();],,
MT_CORRECTNESS,UW_UNCOND_WAIT,org/apache/logging/log4j/core/appender/SyslogAppenderTestBase.java,getReceivedMessages,138-138,[            syslogServer.wait(timeOutInMs);],,
MT_CORRECTNESS,WA_NOT_IN_LOOP,org/apache/logging/log4j/core/appender/SyslogAppenderTestBase.java,getReceivedMessages,138-138,[            syslogServer.wait(timeOutInMs);],,
BAD_PRACTICE,HE_EQUALS_USE_HASHCODE,org/apache/logging/log4j/core/appender/TlsSyslogFrame.java,equals,60-60,[        return super.equals(frame);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/TlsSyslogFrameTest.java,getByteRepresentation,54-54,[        final byte[] representation = frame.getBytes();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/XmlCompactFileAppenderTest.java,testFlushAtEndOfBatch,52-52,[        final BufferedReader reader = new BufferedReader(new FileReader(file));],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAppenderTest.java,testFlushAtEndOfBatch,46-46,[        file.delete();],,testFlushAtEndOfBatch,58-58,[            file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAppenderValidationTest.java,validateXmlNoEvents,89-89,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAppenderValidationTest.java,validateXmlSchema,77-77,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAppenderValidationTest.java,validateXmlSchemaThrowable,63-63,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAsyncAppenderValidationTest.java,validateXmlSchemaNoEvents,66-66,[        file.delete();],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompactFileAsyncAppenderValidationTest.java,validateXmlSchemaSimple,54-54,[        file.delete();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/XmlCompleteFileAppenderTest.java,testFlushAtEndOfBatch,53-53,[        final BufferedReader reader = new BufferedReader(new FileReader(f));],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlCompleteFileAppenderTest.java,testFlushAtEndOfBatch,47-47,[        f.delete();],,testFlushAtEndOfBatch,65-65,[            f.delete();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/XmlFileAppenderTest.java,testFlushAtEndOfBatch,53-53,[        final BufferedReader reader = new BufferedReader(new FileReader(f));],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlFileAppenderTest.java,testFlushAtEndOfBatch,47-47,[        f.delete();],,testFlushAtEndOfBatch,63-63,[            f.delete();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/XmlRandomAccessFileAppenderTest.java,testFlushAtEndOfBatch,55-55,[        final BufferedReader reader = new BufferedReader(new FileReader(f));],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/logging/log4j/core/appender/XmlRandomAccessFileAppenderTest.java,testFlushAtEndOfBatch,49-49,[        f.delete();],,testFlushAtEndOfBatch,67-67,[            f.delete();],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/logging/log4j/core/appender/db/AbstractDatabaseManager.java,,105-105,[        return this.running;],,,63-63,[                this.running = true;],,,93-93,[                this.running = false;],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testDataSourceConfig,140-140,[            final String stackTrace = outputStream.toString();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testDataSourceConfig,137-137,[            final PrintWriter writer = new PrintWriter(outputStream);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testFactoryMethodConfig,182-182,[        final String stackTrace = outputStream.toString();],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testFactoryMethodConfig,179-179,[        final PrintWriter writer = new PrintWriter(outputStream);],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testDataSourceConfig,149-149,[            final ResultSet resultSet = statement.executeQuery("SELECT * FROM dsLogEntry ORDER BY id");],,testDataSourceConfig,151-151,[            assertTrue("There should be at least one row.", resultSet.next());],,testDataSourceConfig,153-153,[            final long date = resultSet.getTimestamp("eventDate").getTime();],,testDataSourceConfig,154-154,[            assertTrue("The date should be later than pre-logging (1).", date >= millis);],,testDataSourceConfig,155-155,[            assertTrue("The date should be earlier than now (1).", date <= System.currentTimeMillis());],,testDataSourceConfig,156-156,[            assertEquals("The literal column is not correct (1).", "Literal Value of Data Source",],,testDataSourceConfig,157-157,[                    resultSet.getString("literalColumn"));],,testDataSourceConfig,158-158,[            assertEquals("The level column is not correct (1).", "FATAL", resultSet.getNString("level"));],,testDataSourceConfig,159-159,[            assertEquals("The logger column is not correct (1).", logger.getName(), resultSet.getNString("logger"));],,testDataSourceConfig,160-160,[            assertEquals("The message column is not correct (1).", "Error from data source 02.",],,testDataSourceConfig,161-161,[                    resultSet.getString("message"));],,testDataSourceConfig,162-162,[            assertEquals("The exception column is not correct (1).", stackTrace,],,testDataSourceConfig,163-163,[                    IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testDataSourceConfig,165-165,[            assertFalse("There should not be two rows.", resultSet.next());],,testDataSourceConfig,167-167,[            verify(dataSource);],,testDataSourceConfig,169-169,[            MockContextFactory.revertSetAsInitial();],,testDataSourceConfig,170-170,[        }],,testDataSourceConfig,171-171,[    }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testDataSourceConfig,148-148,[            final Statement statement = this.connection.createStatement();],,testDataSourceConfig,149-149,[            final ResultSet resultSet = statement.executeQuery("SELECT * FROM dsLogEntry ORDER BY id");],,testDataSourceConfig,151-151,[            assertTrue("There should be at least one row.", resultSet.next());],,testDataSourceConfig,153-153,[            final long date = resultSet.getTimestamp("eventDate").getTime();],,testDataSourceConfig,154-154,[            assertTrue("The date should be later than pre-logging (1).", date >= millis);],,testDataSourceConfig,155-155,[            assertTrue("The date should be earlier than now (1).", date <= System.currentTimeMillis());],,testDataSourceConfig,156-156,[            assertEquals("The literal column is not correct (1).", "Literal Value of Data Source",],,testDataSourceConfig,157-157,[                    resultSet.getString("literalColumn"));],,testDataSourceConfig,158-158,[            assertEquals("The level column is not correct (1).", "FATAL", resultSet.getNString("level"));],,testDataSourceConfig,159-159,[            assertEquals("The logger column is not correct (1).", logger.getName(), resultSet.getNString("logger"));],,testDataSourceConfig,160-160,[            assertEquals("The message column is not correct (1).", "Error from data source 02.",],,testDataSourceConfig,161-161,[                    resultSet.getString("message"));],,testDataSourceConfig,162-162,[            assertEquals("The exception column is not correct (1).", stackTrace,],,testDataSourceConfig,163-163,[                    IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testDataSourceConfig,165-165,[            assertFalse("There should not be two rows.", resultSet.next());],,testDataSourceConfig,167-167,[            verify(dataSource);],,testDataSourceConfig,169-169,[            MockContextFactory.revertSetAsInitial();],,testDataSourceConfig,170-170,[        }],,testDataSourceConfig,171-171,[    }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testFactoryMethodConfig,191-191,[        final ResultSet resultSet = statement.executeQuery("SELECT * FROM fmLogEntry ORDER BY id");],,testFactoryMethodConfig,193-193,[        assertTrue("There should be at least one row.", resultSet.next());],,testFactoryMethodConfig,195-195,[        long date = resultSet.getTimestamp("eventDate").getTime();],,testFactoryMethodConfig,196-196,[        assertTrue("The date should be later than pre-logging (1).", date >= millis);],,testFactoryMethodConfig,197-197,[        assertTrue("The date should be earlier than now (1).", date <= System.currentTimeMillis());],,testFactoryMethodConfig,198-198,[        assertEquals("The literal column is not correct (1).", "Some Other Literal Value",],,testFactoryMethodConfig,199-199,[                resultSet.getString("literalColumn"));],,testFactoryMethodConfig,200-200,[        assertEquals("The level column is not correct (1).", "DEBUG", resultSet.getNString("level"));],,testFactoryMethodConfig,201-201,[        assertEquals("The logger column is not correct (1).", logger.getName(), resultSet.getNString("logger"));],,testFactoryMethodConfig,202-202,[        assertEquals("The message column is not correct (1).", "Factory logged message 01.",],,testFactoryMethodConfig,203-203,[                resultSet.getString("message"));],,testFactoryMethodConfig,204-204,[        assertEquals("The exception column is not correct (1).", Strings.EMPTY,],,testFactoryMethodConfig,205-205,[                IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testFactoryMethodConfig,207-207,[        assertTrue("There should be two rows.", resultSet.next());],,testFactoryMethodConfig,209-209,[        date = resultSet.getTimestamp("eventDate").getTime();],,testFactoryMethodConfig,210-210,[        assertTrue("The date should be later than pre-logging (2).", date >= millis);],,testFactoryMethodConfig,211-211,[        assertTrue("The date should be earlier than now (2).", date <= System.currentTimeMillis());],,testFactoryMethodConfig,212-212,[        assertEquals("The literal column is not correct (2).", "Some Other Literal Value",],,testFactoryMethodConfig,213-213,[                resultSet.getString("literalColumn"));],,testFactoryMethodConfig,214-214,[        assertEquals("The level column is not correct (2).", "ERROR", resultSet.getNString("level"));],,testFactoryMethodConfig,215-215,[        assertEquals("The logger column is not correct (2).", logger.getName(), resultSet.getNString("logger"));],,testFactoryMethodConfig,216-216,[        assertEquals("The message column is not correct (2).", "Error from factory 02.",],,testFactoryMethodConfig,217-217,[                resultSet.getString("message"));],,testFactoryMethodConfig,218-218,[        assertEquals("The exception column is not correct (2).", stackTrace,],,testFactoryMethodConfig,219-219,[                IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testFactoryMethodConfig,221-221,[        assertFalse("There should not be three rows.", resultSet.next());],,testFactoryMethodConfig,222-222,[    }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testFactoryMethodConfig,190-190,[        final Statement statement = this.connection.createStatement();],,testFactoryMethodConfig,191-191,[        final ResultSet resultSet = statement.executeQuery("SELECT * FROM fmLogEntry ORDER BY id");],,testFactoryMethodConfig,193-193,[        assertTrue("There should be at least one row.", resultSet.next());],,testFactoryMethodConfig,195-195,[        long date = resultSet.getTimestamp("eventDate").getTime();],,testFactoryMethodConfig,196-196,[        assertTrue("The date should be later than pre-logging (1).", date >= millis);],,testFactoryMethodConfig,197-197,[        assertTrue("The date should be earlier than now (1).", date <= System.currentTimeMillis());],,testFactoryMethodConfig,198-198,[        assertEquals("The literal column is not correct (1).", "Some Other Literal Value",],,testFactoryMethodConfig,199-199,[                resultSet.getString("literalColumn"));],,testFactoryMethodConfig,200-200,[        assertEquals("The level column is not correct (1).", "DEBUG", resultSet.getNString("level"));],,testFactoryMethodConfig,201-201,[        assertEquals("The logger column is not correct (1).", logger.getName(), resultSet.getNString("logger"));],,testFactoryMethodConfig,202-202,[        assertEquals("The message column is not correct (1).", "Factory logged message 01.",],,testFactoryMethodConfig,203-203,[                resultSet.getString("message"));],,testFactoryMethodConfig,204-204,[        assertEquals("The exception column is not correct (1).", Strings.EMPTY,],,testFactoryMethodConfig,205-205,[                IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testFactoryMethodConfig,207-207,[        assertTrue("There should be two rows.", resultSet.next());],,testFactoryMethodConfig,209-209,[        date = resultSet.getTimestamp("eventDate").getTime();],,testFactoryMethodConfig,210-210,[        assertTrue("The date should be later than pre-logging (2).", date >= millis);],,testFactoryMethodConfig,211-211,[        assertTrue("The date should be earlier than now (2).", date <= System.currentTimeMillis());],,testFactoryMethodConfig,212-212,[        assertEquals("The literal column is not correct (2).", "Some Other Literal Value",],,testFactoryMethodConfig,213-213,[                resultSet.getString("literalColumn"));],,testFactoryMethodConfig,214-214,[        assertEquals("The level column is not correct (2).", "ERROR", resultSet.getNString("level"));],,testFactoryMethodConfig,215-215,[        assertEquals("The logger column is not correct (2).", logger.getName(), resultSet.getNString("logger"));],,testFactoryMethodConfig,216-216,[        assertEquals("The message column is not correct (2).", "Error from factory 02.",],,testFactoryMethodConfig,217-217,[                resultSet.getString("message"));],,testFactoryMethodConfig,218-218,[        assertEquals("The exception column is not correct (2).", stackTrace,],,testFactoryMethodConfig,219-219,[                IOUtils.readStringAndClose(resultSet.getNClob("exception").getCharacterStream(), -1));],,testFactoryMethodConfig,221-221,[        assertFalse("There should not be three rows.", resultSet.next());],,testFactoryMethodConfig,222-222,[    }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testPerformanceOfAppenderWith1000Events,252-252,[        final ResultSet resultSet = statement.executeQuery("SELECT * FROM fmLogEntry ORDER BY id");],,testPerformanceOfAppenderWith1000Events,254-254,[        resultSet.last();],,testPerformanceOfAppenderWith1000Events,255-255,[        assertEquals("The number of records is not correct.", 1001, resultSet.getRow());],,testPerformanceOfAppenderWith1000Events,257-257,[        System.out.println("Wrote 1,000 log events in " + elapsed + " nanoseconds (" + elapsedMilli +],,testPerformanceOfAppenderWith1000Events,259-259,[    }],,
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testPerformanceOfAppenderWith1000Events,250-250,[        final Statement statement = this.connection.createStatement(ResultSet.TYPE_SCROLL_INSENSITIVE,],,testPerformanceOfAppenderWith1000Events,252-252,[        final ResultSet resultSet = statement.executeQuery("SELECT * FROM fmLogEntry ORDER BY id");],,testPerformanceOfAppenderWith1000Events,254-254,[        resultSet.last();],,testPerformanceOfAppenderWith1000Events,255-255,[        assertEquals("The number of records is not correct.", 1001, resultSet.getRow());],,testPerformanceOfAppenderWith1000Events,257-257,[        System.out.println("Wrote 1,000 log events in " + elapsed + " nanoseconds (" + elapsedMilli +],,testPerformanceOfAppenderWith1000Events,259-259,[    }],,
BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testDataSourceConfig,148-148,[            final Statement statement = this.connection.createStatement();],,
BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testFactoryMethodConfig,190-190,[        final Statement statement = this.connection.createStatement();],,
BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE,org/apache/logging/log4j/core/appender/db/jdbc/AbstractJdbcAppenderTest.java,testPerformanceOfAppenderWith1000Events,250-250,[        final Statement statement = this.connection.createStatement(ResultSet.TYPE_SCROLL_INSENSITIVE,],,
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/logging/log4j/core/appender/db/jdbc/DataSourceConnectionSourceTest.java,testDataSource,124-124,[        this.context.bind(this.jndiURL, dataSource);],,
STYLE,REC_CATCH_EXCEPTION,org/apache/logging/log4j/core/appender/db/jdbc/FactoryMethodConnectionSource.java,createConnectionSource,96-96,[            } catch (final Exception e) {],,
SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,org/apache/logging/log4j/core/appender/db/jdbc/JdbcDatabaseManager.java,connectAndStart,72-72,[            this.statement = this.connection.prepareStatement(this.sqlStatement);],,
SECURITY,DMI_EMPTY_DB_PASSWORD,org/apache/logging/log4j/core/appender/db/jdbc/JdbcH2AppenderTest.java,getConfigConnection,41-41,[        return DriverManager.getConnection("jdbc:h2:mem:Log4j", USER_ID, PASSWORD);],,
SECURITY,DMI_EMPTY_DB_PASSWORD,org/apache/logging/log4j/core/appender/db/jdbc/JdbcH2AppenderTest.java,newConnection,46-46,[        return DriverManager.getConnection("jdbc:h2:mem:Log4j", USER_ID, PASSWORD);],,
SECURITY,DMI_EMPTY_DB_PASSWORD,org/apache/logging/log4j/core/appender/db/jdbc/JdbcHyperSqlAppenderTest.java,getConfigConnection,41-41,[        return DriverManager.getConnection("jdbc:hsqldb:mem:Log4j;ifexists=true", USER_ID, PASSWORD);],,
SECURITY,DMI_EMPTY_DB_PASSWORD,org/apache/logging/log4j/core/appender/db/jdbc/JdbcHyperSqlAppenderTest.java,newConnection,46-46,[        return DriverManager.getConnection("jdbc:hsqldb:mem:Log4j", USER_ID, PASSWORD);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jpa/AbstractJpaAppenderTest.java,testBaseJpaEntityAppender,102-102,[            final String stackTrace = outputStream.toString().replace("\r\n", "\n");],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jpa/AbstractJpaAppenderTest.java,testBaseJpaEntityAppender,99-99,[            final PrintWriter writer = new PrintWriter(outputStream);],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jpa/AbstractJpaAppenderTest.java,testBasicJpaEntityAppender,164-164,[            final String stackTrace = outputStream.toString().replace("\r\n", "\n");],,
I18N,DM_DEFAULT_ENCODING,org/apache/logging/log4j/core/appender/db/jpa/AbstractJpaAppenderTest.java,testBasicJpaEntityAppender,161-161,[            final PrintWriter writer = new PrintWriter(outputStream);],,
